jobNum,title,Link,shortCategory,longCategory,Department,Location,Agency,Posted Date
"435144","Smoke-Free Liaison - 435144","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=435144&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Health Initiatives","NYC-ALL BOROS","NYC HOUSING AUTHORITY","04/06/2020"
"430816","ADMINISTRATOR - 430816","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=430816&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Technical Services Department","NYC-ALL BOROS","NYC HOUSING AUTHORITY","04/03/2020"
"436199","CONSRUCTION FIELD SUPERVISOR - 436199","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=436199&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Field Operations Department","QUEENS","NYC HOUSING AUTHORITY","04/01/2020"
"436941","Construction Safety and Quality Inspector - 436941","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=436941&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Const. Safety & Quality Dept","QUEENS","NYC HOUSING AUTHORITY","04/01/2020"
"437433","Project Manager - 437433","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=437433&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Project Mgmt Dept Team 2","QUEENS","NYC HOUSING AUTHORITY","04/01/2020"
"436903","Safety Analyst - 436903","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=436903&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Const. Safety & Quality Dept","MANHATTAN","NYC HOUSING AUTHORITY","04/01/2020"
"438802","Community Planner - 438802","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=438802&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Real Estate Development","MANHATTAN","NYC HOUSING AUTHORITY","03/31/2020"
"436833","Director of Capital Planning - 436833","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=436833&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Capital Planning Dept","QUEENS","NYC HOUSING AUTHORITY","03/31/2020"
"435298","Assistant Landscape Architect - 435298","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=435298&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Technical Services Department","NYC-ALL BOROS","NYC HOUSING AUTHORITY","03/05/2020"
"435509","Resident Communications Associate - 435509","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=435509&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Mold Asmt & Remediation","QUEENS","NYC HOUSING AUTHORITY","03/02/2020"
"421989","ASBESTOS HAZARD INVESTIGATOR - 421989","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=421989&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Technical Services Department","NYC-ALL BOROS","NYC HOUSING AUTHORITY","02/24/2020"
"424737","Senior Estimator (General Construction) - 424737","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=424737&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Technical Services Department","NYC-ALL BOROS","NYC HOUSING AUTHORITY","02/14/2020"
"428606","ASSISTANT DIRECTOR, FINANCIAL CAPABILITY AND BUSINESS DEVELOPMENT - 428606","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=428606&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","REES","BROOKLYN","NYC HOUSING AUTHORITY","02/13/2020"
"430191","Structural Engineer - 430191","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=430191&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Design Department","QUEENS","NYC HOUSING AUTHORITY","02/12/2020"
"425901","Senior Estimator, General Construction - 425901","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=425901&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Capital Planning Dept","MANHATTAN","NYC HOUSING AUTHORITY","02/03/2020"
"421214","Elevator Oversight Team Specialist - 421214","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=421214&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Environmental Health & Safety","NYC-ALL BOROS","NYC HOUSING AUTHORITY","01/13/2020"
"424603","Lead Abatement Worker - 424603","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=424603&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Lead Hazard Control Department","NYC-ALL BOROS","NYC HOUSING AUTHORITY","12/31/2019"
"410525","Senior Estimator (Electrical) - 410525","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=410525&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Capital Planning Dept","QUEENS","NYC HOUSING AUTHORITY","12/16/2019"
"423749","Senior Compliance Advisor - 423749","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=423749&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","EVP for Compliance","MANHATTAN","NYC HOUSING AUTHORITY","11/26/2019"
"400494","Construction Safety and Quality Inspector - 400494","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=400494&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Const. Safety & Quality Dept","MANHATTAN","NYC HOUSING AUTHORITY","11/22/2019"
"422644","Safety Manager - 422644","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=422644&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Const. Safety & Quality Dept","MANHATTAN","NYC HOUSING AUTHORITY","11/22/2019"
"422640","Assistant Project Manager - 422640","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=422640&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Project Mgmt Dept Team 3","QUEENS","NYC HOUSING AUTHORITY","11/21/2019"
"422871","Assistant Project Manager - 422871","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=422871&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","VP for Project Management","QUEENS","NYC HOUSING AUTHORITY","11/21/2019"
"416509","CONFIDENTIAL INVESTIGATOR - 416509","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=416509&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Office of the Inspect General","NYC-ALL BOROS","NYC HOUSING AUTHORITY","11/18/2019"
"397814","Quality Assurance Specialist L1 - 397814","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=397814&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Materials Mgmt Dept","QUEENS","NYC HOUSING AUTHORITY","10/21/2019"
"416466","Field Inspector - 416466","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=416466&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Field Operations Department","QUEENS","NYC HOUSING AUTHORITY","10/15/2019"
"410296","Project Manager - 410296","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=410296&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Project Mgmt Dept Team 1","MANHATTAN","NYC HOUSING AUTHORITY","10/10/2019"
"415764","Vice President of Finance, Accounting and Investment Services - 415764","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=415764&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Office of the CFO","MANHATTAN","NYC HOUSING AUTHORITY","10/09/2019"
"412830","Plumbing Engineer - 412830","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=412830&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Design Department","QUEENS","NYC HOUSING AUTHORITY","10/08/2019"
"380943","CARETAKER J - 380943","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=380943&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Office of EVP - Operations","BROOKLYN","NYC HOUSING AUTHORITY","09/19/2019"
"403135","OUTREACH AND RETENTION SPECIALIST - 403135","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=403135&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","REES","BROOKLYN","NYC HOUSING AUTHORITY","09/17/2019"
"404500","Analysis and Reporting Administrator - 404500","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=404500&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Analysis & Reporting Dept","MANHATTAN","NYC HOUSING AUTHORITY","09/06/2019"
"405451","Business Analysis Specialist - 405451","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=405451&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Environmental Health & Safety","NYC-ALL BOROS","NYC HOUSING AUTHORITY","08/26/2019"
"400514","Analysis and Reporting Analyst - 400514","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=400514&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Analysis & Reporting Dept","QUEENS","NYC HOUSING AUTHORITY","08/23/2019"
"399521","Associate Program Manager - 399521","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=399521&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Prevention & Intervention Stra","NYC-ALL BOROS","NYC HOUSING AUTHORITY","08/12/2019"
"387395","Exterminator - 387395","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=387395&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Prevention & Intervention Stra","NYC-ALL BOROS","NYC HOUSING AUTHORITY","08/02/2019"
"391988","Construction Project Manager - 391988","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=391988&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Prevention & Intervention Stra","NYC-ALL BOROS","NYC HOUSING AUTHORITY","07/12/2019"
"386730","ASBESTOS HAZARD INVESTIGATOR - 386730","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=386730&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Technical Services Department","NYC-ALL BOROS","NYC HOUSING AUTHORITY","07/10/2019"
"398096","MAINTENANCE WORKER - 398096","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=398096&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Brooklyn Property Management","BROOKLYN","NYC HOUSING AUTHORITY","07/02/2019"
"398564","Junior Environmental Planner - 398564","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=398564&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Real Estate Development","MANHATTAN","NYC HOUSING AUTHORITY","06/28/2019"
"397076","PROJECT MANAGER - 397076","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=397076&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Real Estate Development","MANHATTAN","NYC HOUSING AUTHORITY","06/17/2019"
"394896","Construction Project Manager - 394896","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=394896&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Prevention & Intervention Stra","NYC-ALL BOROS","NYC HOUSING AUTHORITY","06/14/2019"
"396434","Thermostat Repairer - 396434","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=396434&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","VP for PHO-BK, MF, QN/SI","NYC-ALL BOROS","NYC HOUSING AUTHORITY","06/03/2019"
"394721","Cosntruction Project Manager - 394721","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=394721&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Lead Hazard Control Department","NYC-ALL BOROS","NYC HOUSING AUTHORITY","05/29/2019"
"394725","Construction Project Manager - 394725","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=394725&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Lead Hazard Control Department","NYC-ALL BOROS","NYC HOUSING AUTHORITY","05/28/2019"
"394733","Construction Project Manager - 394733","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=394733&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Lead Hazard Control Department","NYC-ALL BOROS","NYC HOUSING AUTHORITY","05/24/2019"
"394730","Lead Abatement Worker - 394730","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=394730&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Lead Hazard Control Department","NYC-ALL BOROS","NYC HOUSING AUTHORITY","05/24/2019"
"394470","Project Manager - 394470","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=394470&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Lead Hazard Control Department","NYC-ALL BOROS","NYC HOUSING AUTHORITY","05/24/2019"
"389661","Staff Analyst - 389661","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=389661&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Lead Hazard Control Department","NYC-ALL BOROS","NYC HOUSING AUTHORITY","05/24/2019"
"376405","Assistant Director for LHD Budget & Personnel - 376405","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=376405&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Not Listed","MANHATTAN","NYC HOUSING AUTHORITY","05/21/2019"
"389467","DEPUTY DIRECTOR - Strategic Initiatives &Analysis - 389467","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=389467&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Financial Planning & Analysis","MANHATTAN","NYC HOUSING AUTHORITY","05/21/2019"
"381492","Community Associate - 381492","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=381492&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Lead Hazard Control Department","NYC-ALL BOROS","NYC HOUSING AUTHORITY","05/10/2019"
"389181","Housing Assistant - 389181","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=389181&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Manhattan Property Management","NYC-ALL BOROS","NYC HOUSING AUTHORITY","04/03/2019"
"373929","PLASTERER - 373929","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=373929&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Mixed Finance Property MGMT","MANHATTAN","NYC HOUSING AUTHORITY","03/01/2019"
"356797","PROGRAM MANAGER - 356797","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=356797&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Resident Engagement Dept","MANHATTAN","NYC HOUSING AUTHORITY","09/11/2018"
"283075","PLASTERER (HOUSING AUTH-40 HRS - 283075","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=283075&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Queens/SI Property Mgmt","QUEENS","NYC HOUSING AUTHORITY","02/13/2018"
"316149","Construction Safety and Quality Inspector - 316149","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=316149&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Const. Safety & Quality Dept","MANHATTAN","NYC HOUSING AUTHORITY","02/08/2018"
"293033","Deputy Press Secretary - 293033","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=293033&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Department of Communications","MANHATTAN","NYC HOUSING AUTHORITY","07/20/2017"
"289615","Data Support Analyst - 289615","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=289615&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Not Listed","MANHATTAN","NYC HOUSING AUTHORITY","07/07/2017"
"219112","MAINTENANCE WORKER - 219112","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=219112&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Manhattan Property Management","MANHATTAN","NYC HOUSING AUTHORITY","01/25/2016"
"187049","HIGH PRESSURE PLANT TENDER - 187049","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=187049&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Technical Services Department","NYC-ALL BOROS","NYC HOUSING AUTHORITY","04/15/2015"
"133921","Temporary Painter - 133921","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=133921&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Dept of Management & Planning","NYC-ALL BOROS","NYC HOUSING AUTHORITY","01/09/2014"
"132292","Maintenance Worker - Technical Services-Heating Unit - 132292","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=132292&PostingSeq=1&","996","N.Y.C. HOUSING AUTHORITY","Not Listed","NYC-ALL BOROS","NYC HOUSING AUTHORITY","10/24/2013"
"170989","COLLEGE AIDE - CLERICAL - 170989","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=170989&PostingSeq=1&","313","OFFICE OF COLLECTIVE BARGA","Administration","MANHATTAN","OFFICE OF COLLECTIVE BARGAININ","10/09/2014"
"440547","CONTINUITY OF OPERATIONS DIRECTOR - 440547","https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM.HRS_APP_SCHJOB.GBL?Page=HRS_APP_JBPST&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440547&PostingSeq=1&","017","OFFICE OF EMERGENCY MANAGE","Office of the Chief Operating","BROOKLYN","OFFICE OF EMERGENCY MANAGEMENT","05/27/2020"
