HiringAgency,jobLink,jobNum,Job ID,Business Title,Civil Service Title,Title Classification,Job Category,Career Level,Work Location,Division/Work Unit,# of Positions,Title Code No,Level,Proposed Salary Range,POSTING DATE,POST UNTIL
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=421214&PostingSeq=1,421214,421214,Elevator Oversight Team Specialist,INSPECTOR (ELEVATORS),Competitive,"Public Safety, Inspections, & Enforcement",Experienced (non-manager),Physical Compliance Unit,Not Listed,4,31624,02,"$ 61,010.00 - $ 87,009.00 (Annual)",2020-01-13,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=423749&PostingSeq=1,423749,423749,Senior Compliance Advisor,EXECUTIVE AGENCY COUNSEL,Non-Competitive,Legal Affairs,Manager,EVP-Compliance,EVP for Compliance,1,95005,M1,"$ 58,700.00 - $161,534.00 (Annual)",2019-11-26,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=400494&PostingSeq=1,400494,400494,Construction Safety and Quality Inspector,CONSTRUCTION PROJECT MANAGER,Competitive,"Engineering, Architecture, & Planning",Experienced (non-manager),"Construction, Safety & Quality",Const. Safety & Quality Dept,2,34202,03,"$ 69,963.00 - $118,610.00 (Annual)",2019-11-22,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=422871&PostingSeq=1,422871,422871,Assistant Project Manager,CONSTRUCTION PROJECT MANAGER,Competitive,"Engineering, Architecture, & Planning",Experienced (non-manager),Capital Projects-VP,VP for Project Management,2,34202,03,"$ 72,063.00 - $122,168.00 (Annual)",2019-11-21,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=397814&PostingSeq=1,397814,397814,Quality Assurance Specialist L1,QUALITY ASSURANCE SPECIALIST,Competitive,"Finance, Accounting, & Procurement",Experienced (non-manager),Materials Mgmt-Off Of Dir,Materials Mgmt Dept,1,34171,01,"$ 42,857.00 - $ 60,810.00 (Annual)",2019-10-21,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=416466&PostingSeq=1,416466,416466,Field Inspector,CONSTRUCTION PROJECT MANAGER,Competitive,"Engineering, Architecture, & Planning",Experienced (non-manager),Field Operations Office of DIR,Field Operations Department,5,34202,01,"$ 55,416.00 - $ 83,151.00 (Annual)",2019-10-15,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=415764&PostingSeq=1,415764,415764,"Vice President of Finance, Accounting and Investment Services",ADMINISTRATIVE ACCOUNTANT,Competitive,"Finance, Accounting, & Procurement",Manager,AFS-Office ofController,Office of the CFO,1,10001,M5,"$ 86,346.00 - $187,000.00 (Annual)",2019-10-09,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=380943&PostingSeq=1,380943,380943,CARETAKER J,CARETAKER (HA),Labor,Building Operations & Maintenance,Entry-Level,Operations-EVP,Office of EVP - Operations,91,90645,00,"$ 29,636.00 - $ 43,079.00 (Annual)",2019-09-19,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=399521&PostingSeq=1,399521,399521,Associate Program Manager,COMMUNITY ASSOCIATE,Non-Competitive,"Public Safety, Inspections, & Enforcement",Entry-Level,Integrated Pest Mgmt - Dir,Not Listed,2,56057,00,"$ 37,217.00 - $ 61,936.00 (Annual)",2019-08-12,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=398096&PostingSeq=1,398096,398096,MAINTENANCE WORKER,MAINTENANCE WORKER,Competitive,Building Operations & Maintenance,Entry-Level,Brooklyn Floating Staff,Brooklyn Property Management,4,90698,00,$     27.58 - $     29.00 (Hourly),2019-07-02,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=396434&PostingSeq=1,396434,396434,Thermostat Repairer,THERMOSTAT REPAIRER,Competitive,Building Operations & Maintenance,Experienced (non-manager),EVP-NextGen Ops,Not Listed,8,91940,00,$     52.79 - $     52.79 (Hourly),2019-06-03,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=394730&PostingSeq=1,394730,394730,Lead Abatement Worker,LEAD ABATEMENT WORKER,Competitive,"Public Safety, Inspections, & Enforcement",Experienced (non-manager),Lead Hazard - Office of Dir,Lead Hazard Control Department,10,31311,00,"$ 45,484.00 - $ 52,307.00 (Annual)",2019-05-24,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=394470&PostingSeq=1,394470,394470,Project Manager,PROJECT MANAGER,Competitive,"Administration & Human Resources, Public Safety, Inspections, & Enforcement",Experienced (non-manager),Lead Hazard - Office of Dir,Lead Hazard Control Department,1,22426,00,"$ 55,416.00 - $ 83,151.00 (Annual)",2019-05-24,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=376405&PostingSeq=1,376405,376405,Assistant Director for LHD Budget & Personnel,ADMINISTRATIVE STAFF ANALYST (,Competitive,"Administration & Human Resources, Policy, Research & Analysis",Manager,"LHD-Budget, Personnel & Stats",Not Listed,1,1002D,00,"$ 58,675.00 - $156,793.00 (Annual)",2019-05-21,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=389467&PostingSeq=1,389467,389467,DEPUTY DIRECTOR -  Strategic Initiatives &Analysis,ADMINISTRATIVE CITY PLANNER,Competitive,"Finance, Accounting, & Procurement, Policy, Research & Analysis",Manager,Budget-Office Of Director,Financial Planning & Analysis,1,10053,M1,"$ 56,990.00 - $156,829.00 (Annual)",2019-05-21,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=381492&PostingSeq=1,381492,381492,Community Associate,COMMUNITY ASSOCIATE,Non-Competitive,"Policy, Research & Analysis, Public Safety, Inspections, & Enforcement",Experienced (non-manager),Visual Assessment/Remediation,Lead Hazard Control Department,2,56057,00,"$ 52,000.00 - $ 61,936.00 (Annual)",2019-05-10,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=389181&PostingSeq=1,389181,389181,Housing Assistant,HOUSING ASSISTANT (HA),Competitive,"Administration & Human Resources, Social Services",Experienced (non-manager),Manhattan Floating Staff,Manhattan Property Management,30,80201,00,"$ 36,396.00 - $ 58,987.00 (Annual)",2019-04-03,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=373929&PostingSeq=1,373929,373929,PLASTERER,PLASTERER,Competitive,Building Operations & Maintenance,Entry-Level,Dept of Mixed Finance,Mixed Finance Property MGMT,1,92235,00,$     44.82 - $     44.82 (Hourly),2019-03-01,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=356797&PostingSeq=1,356797,356797,PROGRAM MANAGER,COMMUNITY COORDINATOR,Non-Competitive,Constituent Services & Community Programs,Experienced (non-manager),Resident Engagement,Resident Engagement Dept,1,56058,00,"$ 50,362.00 - $ 78,177.00 (Annual)",2018-09-11,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=283075&PostingSeq=1,283075,283075,PLASTERER (HOUSING AUTH-40 HRS,PLASTERER,Competitive,Building Operations & Maintenance,Experienced (non-manager),Queens-SI Floating Staff,Queens/SI Property Mgmt,1,92235,00,$     44.82 - $     44.82 (Hourly),2018-02-13,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=316149&PostingSeq=1,316149,316149,Construction Safety and Quality Inspector,CONSTRUCTION PROJECT MANAGER,Competitive,"Engineering, Architecture, & Planning",Experienced (non-manager),"Construction, Safety & Quality",Const. Safety & Quality Dept,5,34202,03,"$ 67,083.00 - $113,725.00 (Annual)",2018-02-08,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=293033&PostingSeq=1,293033,293033,Deputy Press Secretary,ADMINISTRATIVE PUBLIC INFORMAT,Competitive,Communications & Intergovernmental Affairs,Manager,Office Of Public Information,Department of Communications,1,10033,M1,"$ 60,000.00 - $ 75,000.00 (Annual)",2017-07-20,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=219112&PostingSeq=1,219112,219112,MAINTENANCE WORKER,MAINTENANCE WORKER,Competitive,Building Operations & Maintenance,Entry-Level,Manhattan Floating Staff,Manhattan Property Management,1,90698,00,"$ 51,907.68 - $ 54,580.32 (Annual)",2016-01-25,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=187049&PostingSeq=1,187049,187049,HIGH PRESSURE PLANT TENDER,HIGH PRESSURE PLANT TENDER,Competitive,Building Operations & Maintenance,Experienced (non-manager),Heating Mgt-Operations,Technical Services Department,3,91650,00,"$ 65,458.80 - $ 65,458.80 (Annual)",2015-04-15,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=133921&PostingSeq=1,133921,133921,Temporary Painter,PAINTER,Competitive,Building Operations & Maintenance,Entry-Level,DMP-Contract & Analysis Unit,Dept of Management & Planning,50,91830,00,$     35.00 - $     35.00 (Hourly),2014-01-09,3020-01-01
NYC HOUSING AUTHORITY,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=132292&PostingSeq=1,132292,132292,Maintenance Worker - Technical Services-Heating Unit,MAINTENANCE WORKER,Competitive,Building Operations & Maintenance,Experienced (non-manager),Heating Mgt-Operations,Not Listed,52,90698,00,"$ 51,907.68 - $ 54,580.32 (Annual)",2013-10-24,3020-01-01
ADMIN TRIALS AND HEARINGS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456329&PostingSeq=1,456329,456329,Clerical Associate,CLERICAL ASSOCIATE,Competitive,Administration & Human Resources,Entry-Level,Not Listed,Clerk's Office BX,1,10251,02,"$ 32,850.00 - $ 37,777.00 (Annual)",2021-01-06,3020-01-01
ADMIN TRIALS AND HEARINGS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456326&PostingSeq=1,456326,456326,Clerical Associate,CLERICAL ASSOCIATE,Competitive,Administration & Human Resources,Entry-Level,"66 John Street, New York, Ny",Hearing Division MA,1,10251,02,"$ 32,850.00 - $ 37,777.00 (Annual)",2021-01-06,3020-01-01
ADMIN TRIALS AND HEARINGS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456343&PostingSeq=1,456343,456343,Confidential Secretary,CONFIDENTIAL SECRETARY OF ADMI,Non-Competitive,"Administration & Human Resources, Legal Affairs",Entry-Level,"100 Church St., N.Y.",Trial Division,1,12800,00,"$ 51,209.00 - $ 55,224.00 (Annual)",2021-01-06,3020-01-01
ADMIN TRIALS AND HEARINGS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456337&PostingSeq=1,456337,456337,Data Analyst,COMMUNITY COORDINATOR,Non-Competitive,"Administration & Human Resources, Finance, Accounting, & Procurement",Entry-Level,"100 Church St., N.Y.","Admin, GC, PI & Exec",1,56058,00,"$ 54,100.00 - $ 62,215.00 (Annual)",2021-01-06,3020-01-01
ADMIN TRIALS AND HEARINGS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=456341&PostingSeq=1,456341,456341,Operations Manager,Not Listed,Not Listed,"Technology, Data & Innovation",Experienced (non-manager),"66 John Street, New York, Ny",IT,1,1005D,00,"$ 58,700.00 - $ 85,748.00 (Annual)",2021-01-06,3020-01-01
ADMIN TRIALS AND HEARINGS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=455781&PostingSeq=1,455781,455781,Staff Attorney,AGENCY ATTORNEY,Non-Competitive,"Administration & Human Resources, Legal Affairs",Manager,"66 John Street, New York, Ny",Clerk's Office MA,1,30087,02,"$ 71,423.00 - $ 82,137.00 (Annual)",2020-12-22,3020-01-01
ADMIN TRIALS AND HEARINGS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454177&PostingSeq=1,454177,454177,Administrative Law Judge,ADMINISTRATIVE LAW JUDGE,Non-Competitive,"Legal Affairs, Policy, Research & Analysis",Experienced (non-manager),"100 Church St., N.Y.",Trial Division,1,30181,M3,"$161,195.00 - $161,195.00 (Annual)",2020-12-02,3020-01-01
ADMIN TRIALS AND HEARINGS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=443507&PostingSeq=1,443507,443507,Information Representative,CLERICAL ASSOCIATE,Competitive,Administration & Human Resources,Entry-Level,"31-00 47 Ave, 3 FL, LIC NY",Clerk's Office QN,1,10251,02,$     17.98 - $     20.68 (Hourly),2020-11-10,3020-01-01
ADMIN TRIALS AND HEARINGS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=444531&PostingSeq=1,444531,444531,Assistant General Counsel,AGENCY ATTORNEY,Non-Competitive,"Administration & Human Resources, Legal Affairs",Experienced (non-manager),"100 Church St., N.Y.","Admin, GC, PI & Exec",1,30087,01,"$ 63,228.00 - $ 72,712.00 (Annual)",2020-09-11,3020-01-01
ADMIN TRIALS AND HEARINGS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=442828&PostingSeq=1,442828,442828,Richard C. Failla OATH Law Clerk Fellowship,AGENCY ATTORNEY INTERNE,Non-Competitive,Legal Affairs,Experienced (non-manager),"100 Church St., N.Y.",Trial Division,1,30086,00,$     34.15 - $     34.15 (Hourly),2020-08-17,3020-01-01
ADMIN TRIALS AND HEARINGS,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441801&PostingSeq=1,441801,441801,Assistant General Counsel,AGENCY ATTORNEY,Non-Competitive,"Administration & Human Resources, Legal Affairs, Policy, Research & Analysis",Experienced (non-manager),"100 Church St., N.Y.","Admin, GC, PI & Exec",1,30087,02,"$ 71,423.00 - $ 88,000.00 (Annual)",2020-07-16,3020-01-01
OFFICE OF COLLECTIVE BARGAININ,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=170989&PostingSeq=1,170989,170989,COLLEGE AIDE - CLERICAL,COLLEGE AIDE (ALL CITY DEPTS),Non-Competitive,Administration & Human Resources,Student,100 Gold Street,Administration,1,10209,01,$      8.75 - $     10.36 (Hourly),2014-10-09,3020-01-01
OFFICE OF EMERGENCY MANAGEMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440547&PostingSeq=1,440547,440547,CONTINUITY OF OPERATIONS DIRECTOR,EMERGENCY PREPAREDNESS MANAGER,Pending Classification,"Engineering, Architecture, & Planning",Manager,165 Cadman Plaza East,Not Listed,1,06765,00,"$ 95,000.00 - $124,500.00 (Annual)",2020-12-29,3020-01-01
OFFICE OF EMERGENCY MANAGEMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441687&PostingSeq=1,441687,441687,DIRECTOR OF FINANCIAL RECOVERY & COMPLIANCE,EMERGENCY PREPAREDNESS MANAGER,Pending Classification,Administration & Human Resources,Manager,165 Cadman Plaza East,Not Listed,1,06765,00,"$ 95,000.00 - $124,500.00 (Annual)",2020-12-29,3020-01-01
OFFICE OF EMERGENCY MANAGEMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440497&PostingSeq=1,440497,440497,DIRECTOR OF HAZARD MITIGATION,EMERGENCY PREPAREDNESS MANAGER,Pending Classification,"Engineering, Architecture, & Planning",Manager,165 Cadman Plaza East,Not Listed,1,06765,00,"$ 95,000.00 - $124,500.00 (Annual)",2020-12-29,3020-01-01
OFFICE OF EMERGENCY MANAGEMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440455&PostingSeq=1,440455,440455,DIRECTOR OF TRANSPORTATION & INFRASTRUCTURE,EMERGENCY PREPAREDNESS MANAGER,Pending Classification,"Engineering, Architecture, & Planning",Manager,165 Cadman Plaza East,Not Listed,1,06765,00,"$ 95,000.00 - $124,500.00 (Annual)",2020-12-29,3020-01-01
OFFICE OF EMERGENCY MANAGEMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454862&PostingSeq=1,454862,454862,"DIRECTOR, HUMAN SERVICES",EMERGENCY PREPAREDNESS MANAGER,Pending Classification,Constituent Services & Community Programs,Manager,165 Cadman Plaza East,Not Listed,1,06765,00,"$ 95,000.00 - $124,500.00 (Annual)",2020-12-29,3020-01-01
OFFICE OF EMERGENCY MANAGEMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440495&PostingSeq=1,440495,440495,MITIGATION PROGRAM MANAGER,EMERGENCY PREPAREDNESS SPECIAL,Pending Classification,"Engineering, Architecture, & Planning",Experienced (non-manager),165 Cadman Plaza East,Not Listed,1,06766,01,"$ 65,000.00 - $ 79,500.00 (Annual)",2020-12-29,3020-01-01
OFFICE OF EMERGENCY MANAGEMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440505&PostingSeq=1,440505,440505,PLANNING PROGRAM MANAGER,EMERGENCY PREPAREDNESS SPECIAL,Pending Classification,"Engineering, Architecture, & Planning",Experienced (non-manager),165 Cadman Plaza East,Not Listed,1,06766,01,"$ 65,000.00 - $ 79,500.00 (Annual)",2020-12-29,3020-01-01
OFFICE OF EMERGENCY MANAGEMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=454893&PostingSeq=1,454893,454893,"PROGRAM MANAGER, STRATEGIC PROGRAMS",EMERGENCY PREPAREDNESS SPECIAL,Pending Classification,"Technology, Data & Innovation",Experienced (non-manager),165 Cadman Plaza East,Not Listed,1,06766,01,"$ 65,000.00 - $ 79,000.00 (Annual)",2020-12-29,3020-01-01
OFFICE OF EMERGENCY MANAGEMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=441700&PostingSeq=1,441700,441700,DATA ANALYTICS SPECIALIST,EMERGENCY PREPAREDNESS SPECIAL,Pending Classification,"Technology, Data & Innovation",Experienced (non-manager),165 Cadman Plaza East,Not Listed,1,06766,01,"$ 66,603.00 - $ 68,750.00 (Annual)",2020-07-14,3020-01-01
OFFICE OF EMERGENCY MANAGEMENT,https://a127-jobs.nyc.gov/psc/nycjobs/EMPLOYEE/HRMS/c/HRS_HRAM_FL.HRS_CG_SEARCH_FL.GBL?Page=HRS_APP_JBPST_FL&Action=U&FOCUS=Applicant&SiteId=1&JobOpeningId=440523&PostingSeq=1,440523,440523,MONITORING AND EVALUATION PROGRAM MANAGER,EMERGENCY PREPAREDNESS SPECIAL,Pending Classification,"Engineering, Architecture, & Planning, Technology, Data & Innovation",Experienced (non-manager),165 Cadman Plaza East,Not Listed,1,06766,01,"$ 65,000.00 - $ 79,500.00 (Annual)",2020-05-22,3020-01-01
